frame,track_id,x_center,y_center,width,height
360,31,528,459,205,516
361,1,1243,294,169,589
361,2,865,455,96,257
361,4,420,449,60,155
361,5,252,447,228,539
361,31,523,457,205,517
362,1,1249,289,167,579
362,2,865,454,98,257
362,4,418,449,58,155
362,5,238,446,225,542
362,31,518,456,205,519
363,1,1256,284,164,570
363,2,864,453,98,257
363,4,415,449,58,154
363,5,229,443,225,544
363,31,514,455,206,522
364,1,1262,278,162,561
364,2,863,453,98,258
364,4,415,448,57,156
364,5,220,440,226,547
364,31,509,452,207,525
365,1,1267,273,159,552
365,2,861,452,99,257
365,4,413,448,56,155
365,5,211,438,230,551
365,31,502,450,207,529
366,1,1274,267,156,543
366,2,860,451,100,259
366,4,410,448,56,156
366,5,201,436,236,557
366,31,499,448,208,534
366,41,402,448,36,157
367,1,1280,261,154,533
367,2,859,451,101,261
367,4,410,447,56,157
367,5,189,435,243,561
367,31,495,446,208,538
367,41,400,448,37,159
368,1,1286,256,151,524
368,2,858,451,102,263
368,4,409,445,57,160
368,5,178,432,250,565
368,31,491,444,208,542
368,41,399,449,38,163
368,42,1234,434,66,122
369,1,1292,250,148,515
369,2,857,451,103,265
369,4,407,443,57,161
369,5,163,431,258,569
369,31,490,442,209,545
369,41,397,450,39,166
369,42,1227,415,69,125
370,1,1298,245,146,506
370,2,857,451,105,267
370,4,405,439,59,172
370,5,157,430,267,576
370,31,495,440,211,549
370,41,396,451,40,170
370,42,1222,403,72,131
371,1,1304,239,143,497
371,2,858,452,105,270
371,4,403,434,61,180
371,5,153,427,273,579
371,31,495,439,213,552
371,41,395,451,40,173
371,42,1216,391,75,137
372,1,1310,234,141,488
372,2,858,452,107,272
372,4,402,432,62,183
372,5,149,424,278,584
372,31,497,437,216,553
372,41,393,452,40,177
372,42,1211,380,78,142
373,1,1316,228,138,479
373,2,860,451,108,271
373,4,400,431,63,185
373,5,144,422,281,587
373,31,497,436,220,555
373,41,391,453,41,179
373,42,1205,368,82,148
